-- SHOP

sid;nazwa;kierownik
990;20211222;3;20
991;20211222;2;57
991;20211222;2;15
991;20211222;2;38
991;20211222;2;30
991;20211222;2;37
991;20211222;2;11
992;20211222;2;1
992;20211222;2;26
992;20211222;2;20
992;20211222;2;30
993;20211222;2;34
993;20211222;2;15
993;20211222;2;56
993;20211222;2;70
993;20211222;2;10
994;20211222;2;35
994;20211222;2;26
994;20211222;2;41
995;20211222;3;57
995;20211222;3;15
995;20211222;3;41
995;20211222;3;30
995;20211222;3;8
995;20211222;3;56
996;20211222;3;62
996;20211222;3;15
996;20211222;3;26
996;20211222;3;23
996;20211222;3;83
997;20211222;4;1
997;20211222;4;55
997;20211222;4;12
998;20211222;1;18
999;20211222;4;64
999;20211222;4;34
999;20211222;4;15
999;20211222;4;76
999;20211222;4;73
1000;20211221;1;25
1000;20211221;1;44
1000;20211221;1;35
1000;20211221;1;26
1000;20211221;1;80
1000;20211221;1;23
1000;20211221;1;13
1000;20211221;1;70
1000;20211221;1;12
1000;20211221;1;30
1000;20211221;1;72
1000;20211221;1;10
1001;20211221;4;64
1001;20211221;4;48
1001;20211221;4;35
1001;20211221;4;23
1001;20211221;4;28
1001;20211221;4;40
1001;20211221;4;30
1001;20211221;4;63
1001;20211221;4;37
1002;20211221;4;12
1003;20211221;1;57
1003;20211221;1;62
1003;20211221;1;35
1003;20211221;1;41
1003;20211221;1;46
1003;20211221;1;73
1003;20211221;1;71
1003;20211221;1;72
1003;20211221;1;12
1004;20211221;1;107
1004;20211221;1;40
1004;20211221;1;39
1004;20211221;1;63
1005;20211221;2;40
1005;20211221;2;63
1005;20211221;2;93
1005;20211221;2;11
1006;20211221;2;21
1006;20211221;2;54
1006;20211221;2;40
1006;20211221;2;56
1006;20211221;2;73
1007;20211221;1;63
1007;20211221;1;83
1008;20211221;1;40
1008;20211221;1;57
1008;20211221;1;60
1008;20211221;1;35
1008;20211221;1;56
1008;20211221;1;23
1008;20211221;1;70
1008;20211221;1;30
1008;20211221;1;9
1009;20211221;2;69
1009;20211221;2;35
1009;20211221;2;15
1009;20211221;2;20
1009;20211221;2;38
1009;20211221;2;73
1009;20211221;2;30
1009;20211221;2;71
1010;20211221;4;62
1010;20211221;4;15
1010;20211221;4;26
1010;20211221;4;19
1011;20211221;4;56
1011;20211221;4;111
1011;20211221;4;12
1012;20211221;4;56
1012;20211221;4;9
1012;20211221;4;111
1012;20211221;4;12
1013;20211221;3;40
1013;20211221;3;30
1014;20211221;4;66
1015;20211221;3;35
1015;20211221;3;23
1015;20211221;3;40
1015;20211221;3;18
1015;20211221;3;37
1015;20211221;3;12
1016;20211221;1;15
1017;20211221;3;21
1017;20211221;3;54
1017;20211221;3;57
1017;20211221;3;15
1017;20211221;3;40
1017;20211221;3;20
1017;20211221;3;16
1017;20211221;3;5
1017;20211221;3;13
1017;20211221;3;28
1017;20211221;3;70
1017;20211221;3;12
1018;20211221;1;21
1018;20211221;1;103
1018;20211221;1;23
1018;20211221;1;37
1018;20211221;1;12
1019;20211221;2;34
1019;20211221;2;2
1019;20211221;2;56
1019;20211221;2;79
1020;20211221;1;25
1020;20211221;1;64
1020;20211221;1;34
1020;20211221;1;44
1020;20211221;1;40
1020;20211221;1;26
1020;20211221;1;74
1020;20211221;1;8
1020;20211221;1;11
1021;20211221;3;19
1021;20211221;3;83
1022;20211221;4;25
1022;20211221;4;21
1022;20211221;4;7
1022;20211221;4;30
1023;20211221;1;25
1023;20211221;1;35
1023;20211221;1;79
1024;20211221;2;40
1024;20211221;2;34
1024;20211221;2;44
1024;20211221;2;62
1024;20211221;2;65
1024;20211221;2;35
1024;20211221;2;3
1024;20211221;2;26
1024;20211221;2;20
1024;20211221;2;27
1024;20211221;2;28
1024;20211221;2;73
1024;20211221;2;12
1025;20211221;2;34
1025;20211221;2;44
1025;20211221;2;35
1025;20211221;2;15
1025;20211221;2;61
1025;20211221;2;58
1025;20211221;2;91
1026;20211221;1;63
1027;20211221;4;1
1027;20211221;4;60
1027;20211221;4;23
1027;20211221;4;70
1027;20211221;4;12
1027;20211221;4;30
1028;20211221;1;40
1028;20211221;1;29
1028;20211221;1;103
1028;20211221;1;16
1028;20211221;1;71
1028;20211221;1;11
1029;20211221;3;57
1030;20211221;1;23
1031;20211221;2;40
1032;20211221;1;21
1032;20211221;1;34
1032;20211221;1;15
1032;20211221;1;26
1032;20211221;1;104
1032;20211221;1;70
1032;20211221;1;38
1032;20211221;1;36
1032;20211221;1;12
1032;20211221;1;53
1032;20211221;1;90
1033;20211221;1;19
1033;20211221;1;40
1033;20211221;1;30
1034;20211221;4;34
1034;20211221;4;3
1034;20211221;4;6
1034;20211221;4;18
1035;20211221;3;63
1036;20211221;1;63
1037;20211221;2;23
1037;20211221;2;28
1038;20211221;2;1
1038;20211221;2;34
1038;20211221;2;15
1038;20211221;2;12
1039;20211221;1;26
1039;20211221;1;108
1040;20211221;2;30
1040;20211221;2;108
1041;20211221;2;37
1042;20211221;1;21
1042;20211221;1;35
1042;20211221;1;15
1043;20211221;2;57
1043;20211221;2;62
1043;20211221;2;15
1043;20211221;2;31
1043;20211221;2;20
1043;20211221;2;23
1043;20211221;2;13
1043;20211221;2;113
1043;20211221;2;30
1043;20211221;2;85
1044;20211221;1;36
1045;20211221;1;25
1045;20211221;1;21
1045;20211221;1;34
1045;20211221;1;15
1045;20211221;1;26
1045;20211221;1;70
1045;20211221;1;41
1045;20211221;1;40
1045;20211221;1;30
1045;20211221;1;18
1046;20211221;2;42
1046;20211221;2;51
1046;20211221;2;11
1047;20211221;1;40
1047;20211221;1;48
1047;20211221;1;35
1047;20211221;1;23
1047;20211221;1;12
1048;20211221;4;64
1048;20211221;4;56
1048;20211221;4;23
1048;20211221;4;32
1048;20211221;4;77
1049;20211221;1;3
1049;20211221;1;84
1049;20211221;1;40
1049;20211221;1;30
1049;20211221;1;37
1049;20211221;1;67
1049;20211221;1;108
1049;20211221;1;12
1050;20211221;1;57
1050;20211221;1;1
1050;20211221;1;35
1050;20211221;1;56
1050;20211221;1;38
1050;20211221;1;37
1051;20211221;1;31
1051;20211221;1;20
1051;20211221;1;32
1051;20211221;1;46
1051;20211221;1;11
1052;20211221;1;40
1052;20211221;1;93
1053;20211221;1;20
1054;20211221;4;20
1054;20211221;4;27
1054;20211221;4;18
1054;20211221;4;56
1055;20211221;2;56
1056;20211221;4;15
1056;20211221;4;16
1056;20211221;4;82
1057;20211221;1;57
1057;20211221;1;64
1057;20211221;1;15
1057;20211221;1;31
1057;20211221;1;23
1057;20211221;1;70
1058;20211221;1;23
1058;20211221;1;72
1059;20211221;2;1
1059;20211221;2;35
1059;20211221;2;15
1059;20211221;2;26
1059;20211221;2;86
1059;20211221;2;68
1059;20211221;2;23
1059;20211221;2;32
1059;20211221;2;73
1060;20211221;4;1
1060;20211221;4;26
1060;20211221;4;28
1060;20211221;4;52
1061;20211221;1;30
1061;20211221;1;56
1061;20211221;1;82
1061;20211221;1;11
1061;20211221;1;12
1062;20211221;1;41
1062;20211221;1;23
1063;20211221;2;30
1064;20211221;1;97
1065;20211221;3;21
1065;20211221;3;54
1065;20211221;3;40
1065;20211221;3;62
1065;20211221;3;35
1065;20211221;3;15
1065;20211221;3;75
1065;20211221;3;71
1066;20211221;1;64
1066;20211221;1;29
1066;20211221;1;35
1066;20211221;1;13
1066;20211221;1;12
1067;20211221;1;43
1067;20211221;1;15
1067;20211221;1;86
1067;20211221;1;4
1067;20211221;1;23
1067;20211221;1;52
1067;20211221;1;95
1067;20211221;1;46
1067;20211221;1;113
1067;20211221;1;63
1067;20211221;1;14
1068;20211221;1;65
1068;20211221;1;35
1068;20211221;1;15
1068;20211221;1;40
1068;20211221;1;13
1068;20211221;1;38
1068;20211221;1;39
1068;20211221;1;10
1068;20211221;1;12
1069;20211221;2;60
1069;20211221;2;62
1070;20211221;3;34
1070;20211221;3;44
1070;20211221;3;15
1070;20211221;3;67
1070;20211221;3;56
1071;20211221;1;25
1071;20211221;1;54
1071;20211221;1;34
1071;20211221;1;29
1071;20211221;1;35
1071;20211221;1;15
1071;20211221;1;20
1071;20211221;1;56
1071;20211221;1;38
1071;20211221;1;114
1071;20211221;1;39
1071;20211221;1;37
1071;20211221;1;71
1072;20211221;1;50
1072;20211221;1;35
1072;20211221;1;23
1072;20211221;1;75
1072;20211221;1;56
1072;20211221;1;9
1072;20211221;1;12
1073;20211221;2;1
1073;20211221;2;35
1073;20211221;2;45
1073;20211221;2;23
1073;20211221;2;70
1073;20211221;2;37
1073;20211221;2;11
1074;20211221;1;48
1074;20211221;1;70
1074;20211221;1;30
1074;20211221;1;37
1074;20211221;1;47
1074;20211221;1;108
1074;20211221;1;10
1074;20211221;1;12
1075;20211221;1;21
1075;20211221;1;57
1076;20211221;2;62
1076;20211221;2;35
1076;20211221;2;26
1077;20211221;4;42
1077;20211221;4;87
1077;20211221;4;11
1078;20211221;4;37
1079;20211221;2;11
1080;20211221;3;44
1080;20211221;3;62
1080;20211221;3;35
1080;20211221;3;15
1080;20211221;3;67
1080;20211221;3;112
1081;20211221;4;12
1082;20211221;3;93
1082;20211221;3;82
1083;20211221;1;50
1083;20211221;1;116
1083;20211221;1;17
1083;20211221;1;9
1084;20211221;2;25
1084;20211221;2;29
1084;20211221;2;35
1084;20211221;2;15
1084;20211221;2;45
1084;20211221;2;56
1084;20211221;2;23
1084;20211221;2;28
1084;20211221;2;70
1084;20211221;2;12
1085;20211221;1;54
1085;20211221;1;64
1085;20211221;1;34
1085;20211221;1;44
1085;20211221;1;29
1085;20211221;1;35
1085;20211221;1;15
1085;20211221;1;13
1085;20211221;1;28
1085;20211221;1;41
1085;20211221;1;47
1086;20211221;1;15
1086;20211221;1;101
1086;20211221;1;30
1086;20211221;1;63
1086;20211221;1;10
1086;20211221;1;59
1087;20211221;1;3
1087;20211221;1;58
1088;20211221;1;48
1088;20211221;1;46
1088;20211221;1;6
1089;20211221;3;67
1089;20211221;3;61
1089;20211221;3;58
1090;20211221;2;40
1090;20211221;2;18
1090;20211221;2;63
1091;20211221;1;27
1091;20211221;1;70
1091;20211221;1;8
1091;20211221;1;105
1092;20211221;2;15
1092;20211221;2;26
1092;20211221;2;4
1092;20211221;2;41
1092;20211221;2;12
1092;20211221;2;40
1092;20211221;2;18
1092;20211221;2;63
1092;20211221;2;71
1093;20211221;2;1
1093;20211221;2;44
1093;20211221;2;60
1093;20211221;2;35
1093;20211221;2;3
1093;20211221;2;22
1093;20211221;2;26
1093;20211221;2;56
1093;20211221;2;32
1093;20211221;2;42
1093;20211221;2;41
1093;20211221;2;114
1093;20211221;2;47
1093;20211221;2;87
1094;20211221;2;34
1094;20211221;2;15
1094;20211221;2;86
1094;20211221;2;23
1094;20211221;2;73
1094;20211221;2;40
1094;20211221;2;87
1095;20211221;1;73
1095;20211221;1;30
1096;20211221;1;15
1096;20211221;1;27
1096;20211221;1;70
1096;20211221;1;30
1097;20211221;3;30
1097;20211221;3;18
1098;20211221;4;21
1098;20211221;4;26
1098;20211221;4;71
1099;20211221;1;62
1099;20211221;1;15
1099;20211221;1;40
1099;20211221;1;26
1099;20211221;1;20
1099;20211221;1;45
1099;20211221;1;41
1099;20211221;1;56
1099;20211221;1;28
1099;20211221;1;117
1099;20211221;1;39
1099;20211221;1;18
1099;20211221;1;61
1099;20211221;1;83
1100;20211220;3;29
1100;20211220;3;35
1100;20211220;3;22
1100;20211220;3;26
1100;20211220;3;30
1100;20211220;3;11
1101;20211220;1;35
1102;20211220;1;21
1102;20211220;1;44
1102;20211220;1;62
1102;20211220;1;63
1103;20211220;1;27
1103;20211220;1;40
1103;20211220;1;39
1104;20211220;3;40
1104;20211220;3;62
1104;20211220;3;102
1104;20211220;3;116
1104;20211220;3;12
1105;20211220;1;15
1105;20211220;1;26
1105;20211220;1;56
1106;20211220;2;21
1106;20211220;2;86
1106;20211220;2;23
1106;20211220;2;113
1106;20211220;2;74
1107;20211220;4;15
1107;20211220;4;28
1108;20211220;1;62
1108;20211220;1;50
1108;20211220;1;15
1108;20211220;1;40
1108;20211220;1;58
1109;20211220;2;1
1109;20211220;2;19
1110;20211220;3;76
1110;20211220;3;71
1110;20211220;3;72
1111;20211220;2;62
1111;20211220;2;18
1111;20211220;2;8
1111;20211220;2;83
1112;20211220;3;43
1112;20211220;3;34
1112;20211220;3;60
1112;20211220;3;50
1112;20211220;3;35
1112;20211220;3;26
1112;20211220;3;20
1112;20211220;3;45
1112;20211220;3;2
1112;20211220;3;16
1112;20211220;3;13
1112;20211220;3;70
1112;20211220;3;78
1112;20211220;3;42
1112;20211220;3;73
1112;20211220;3;40
1112;20211220;3;18
1112;20211220;3;47
1112;20211220;3;90
1113;20211220;2;12
1114;20211220;3;1
1114;20211220;3;4
1114;20211220;3;37
1114;20211220;3;93
1114;20211220;3;71
1115;20211220;3;83
1116;20211220;3;35
1116;20211220;3;56
1117;20211220;1;15
1117;20211220;1;13
1117;20211220;1;70
1118;20211220;2;79
1118;20211220;2;42
1118;20211220;2;89
1118;20211220;2;56
1119;20211220;1;40
1119;20211220;1;35
1119;20211220;1;15
1119;20211220;1;56
1119;20211220;1;70
1119;20211220;1;37
1120;20211220;4;40
1120;20211220;4;26
1120;20211220;4;74
1121;20211220;1;43
1121;20211220;1;3
1121;20211220;1;4
1121;20211220;1;5
1121;20211220;1;13
1121;20211220;1;6
1121;20211220;1;30
1121;20211220;1;8
1121;20211220;1;9
1121;20211220;1;10
1121;20211220;1;11
1121;20211220;1;12
1121;20211220;1;42
1121;20211220;1;15
1121;20211220;1;16
1121;20211220;1;17
1121;20211220;1;18
1121;20211220;1;19
1121;20211220;1;73
1122;20211220;3;15
1122;20211220;3;22
1122;20211220;3;30
1122;20211220;3;67
1122;20211220;3;12
1123;20211220;1;1
1123;20211220;1;39
1123;20211220;1;49
1123;20211220;1;66
1124;20211220;4;37
1125;20211220;2;25
1125;20211220;2;7
1125;20211220;2;28
1125;20211220;2;38
1125;20211220;2;72
1126;20211220;1;40
1126;20211220;1;34
1126;20211220;1;77
1126;20211220;1;12
1127;20211220;1;25
1127;20211220;1;63
1128;20211220;4;63
1129;20211220;4;35
1129;20211220;4;41
1129;20211220;4;12
1129;20211220;4;58
1130;20211220;2;19
1131;20211220;1;40
1131;20211220;1;15
1132;20211220;2;37
1133;20211220;4;26
1133;20211220;4;56
1134;20211220;2;4
1134;20211220;2;17
1134;20211220;2;30
1135;20211220;2;40
1135;20211220;2;72
1135;20211220;2;56
1136;20211220;4;26
1136;20211220;4;70
1136;20211220;4;78
1136;20211220;4;30
1136;20211220;4;12
1137;20211220;4;1
1137;20211220;4;15
1137;20211220;4;45
1137;20211220;4;37
1138;20211220;1;54
1138;20211220;1;26
1139;20211220;2;62
1139;20211220;2;40
1139;20211220;2;16
1139;20211220;2;71
1140;20211220;1;25
1140;20211220;1;21
1140;20211220;1;15
1140;20211220;1;40
1140;20211220;1;3
1140;20211220;1;70
1140;20211220;1;18
1141;20211220;4;26
1141;20211220;4;41
1141;20211220;4;100
1142;20211220;1;62
1142;20211220;1;35
1142;20211220;1;13
1142;20211220;1;109
1143;20211220;1;26
1143;20211220;1;23
1143;20211220;1;70
1143;20211220;1;30
1144;20211220;1;42
1145;20211220;4;1
1145;20211220;4;44
1145;20211220;4;60
1145;20211220;4;29
1145;20211220;4;45
1145;20211220;4;23
1145;20211220;4;42
1145;20211220;4;12
1146;20211220;1;64
1146;20211220;1;62
1146;20211220;1;15
1146;20211220;1;22
1146;20211220;1;26
1146;20211220;1;27
1146;20211220;1;41
1146;20211220;1;6
1146;20211220;1;30
1146;20211220;1;56
1147;20211220;3;3
1147;20211220;3;39
1148;20211220;2;31
1148;20211220;2;117
1148;20211220;2;12
1149;20211220;3;40
1150;20211220;1;21
1150;20211220;1;56
1150;20211220;1;12
1150;20211220;1;30
1151;20211220;1;65
1152;20211220;3;74
1152;20211220;3;30
1152;20211220;3;18
1152;20211220;3;63
1153;20211220;4;7
1153;20211220;4;15
1153;20211220;4;70
1153;20211220;4;40
1153;20211220;4;30
1153;20211220;4;39
1153;20211220;4;67
1153;20211220;4;9
1153;20211220;4;10
1153;20211220;4;83
1153;20211220;4;12
1154;20211220;2;25
1154;20211220;2;57
1154;20211220;2;9
1155;20211220;3;69
1155;20211220;3;64
1155;20211220;3;34
1155;20211220;3;80
1155;20211220;3;23
1155;20211220;3;72
1155;20211220;3;56
1155;20211220;3;82
1155;20211220;3;12
1156;20211220;4;42
1157;20211220;4;31
1158;20211220;4;65
1158;20211220;4;83
1159;20211220;1;15
1159;20211220;1;41
1160;20211220;1;21
1160;20211220;1;72
1161;20211220;4;30
1162;20211220;2;15
1162;20211220;2;40
1162;20211220;2;30
1162;20211220;2;37
1163;20211220;3;41
1164;20211220;1;41
1164;20211220;1;58
1165;20211220;1;35
1165;20211220;1;39
1165;20211220;1;8
1165;20211220;1;56
1165;20211220;1;77
1165;20211220;1;12
1166;20211220;3;20
1167;20211220;2;26
1168;20211220;2;57
1168;20211220;2;64
1168;20211220;2;35
1168;20211220;2;26
1168;20211220;2;12
1169;20211220;1;15
1169;20211220;1;30
1170;20211220;1;37
1171;20211220;1;54
1171;20211220;1;48
1171;20211220;1;81
1171;20211220;1;12
1172;20211220;3;30
1173;20211220;3;63
1174;20211220;1;15
1174;20211220;1;26
1175;20211220;1;40
1175;20211220;1;15
1176;20211220;3;44
1177;20211220;4;57
1177;20211220;4;84
1177;20211220;4;23
1177;20211220;4;38
1178;20211220;4;42
1179;20211220;1;15
1179;20211220;1;12
1180;20211220;1;44
1180;20211220;1;62
1180;20211220;1;15
1180;20211220;1;23
1180;20211220;1;70
1180;20211220;1;12
1180;20211220;1;56
1181;20211220;1;62
1181;20211220;1;12
1181;20211220;1;47
1182;20211220;3;43
1182;20211220;3;15
1182;20211220;3;31
1182;20211220;3;3
1183;20211220;1;76
1183;20211220;1;30
1183;20211220;1;63
1183;20211220;1;105
1184;20211220;1;21
1184;20211220;1;15
1184;20211220;1;28
1184;20211220;1;30
1185;20211220;1;47
1186;20211220;3;42
1186;20211220;3;14
1186;20211220;3;66
1187;20211220;3;34
1187;20211220;3;44
1187;20211220;3;60
1187;20211220;3;76
1187;20211220;3;19
1187;20211220;3;23
1187;20211220;3;70
1187;20211220;3;30
1187;20211220;3;39
1187;20211220;3;71
1187;20211220;3;8
1187;20211220;3;67
1187;20211220;3;9
1187;20211220;3;61
1187;20211220;3;94
1188;20211220;4;94
1189;20211220;2;84
1189;20211220;2;12
1190;20211220;1;54
1190;20211220;1;63
1190;20211220;1;12
1191;20211220;4;106
1191;20211220;4;34
1191;20211220;4;44
1191;20211220;4;60
1191;20211220;4;15
1191;20211220;4;31
1191;20211220;4;20
1191;20211220;4;16
1191;20211220;4;46
1192;20211220;1;64
1192;20211220;1;62
1192;20211220;1;35
1192;20211220;1;30
1192;20211220;1;63
1192;20211220;1;10
1193;20211220;3;57
1193;20211220;3;28
1193;20211220;3;40
1193;20211220;3;18
1194;20211220;1;22
1194;20211220;1;12
1195;20211220;4;28
1195;20211220;4;82
1195;20211220;4;12
1196;20211220;1;65
1196;20211220;1;31
1196;20211220;1;102
1196;20211220;1;116
1196;20211220;1;37
1196;20211220;1;11
1197;20211220;2;11
1198;20211220;1;70
1198;20211220;1;41
1198;20211220;1;63
1198;20211220;1;8
1198;20211220;1;12
1199;20211220;3;27
1199;20211220;3;30
1199;20211220;3;56
1200;20211219;1;84
1201;20211219;3;41
1201;20211219;3;52
1201;20211219;3;117
1201;20211219;3;6
1201;20211219;3;12
1201;20211219;3;30
1201;20211219;3;56
1202;20211219;4;23
1202;20211219;4;49
1202;20211219;4;93
1203;20211219;1;23
1204;20211219;4;23
1204;20211219;4;40
1205;20211219;2;21
1205;20211219;2;15
1205;20211219;2;28
1205;20211219;2;70
1206;20211219;1;86
1206;20211219;1;23
1206;20211219;1;30
1206;20211219;1;12
1207;20211219;1;37
1208;20211219;2;37
1209;20211219;4;1
1209;20211219;4;34
1209;20211219;4;29
1209;20211219;4;26
1209;20211219;4;41
1209;20211219;4;28
1209;20211219;4;54
1210;20211219;1;26
1211;20211219;1;26
1211;20211219;1;27
1211;20211219;1;23
1211;20211219;1;18
1211;20211219;1;83
1212;20211219;1;71
1213;20211219;2;34
1213;20211219;2;16
1214;20211219;1;1
1214;20211219;1;35
1214;20211219;1;15
1214;20211219;1;40
1214;20211219;1;16
1214;20211219;1;23
1214;20211219;1;28
1214;20211219;1;18
1214;20211219;1;85
1215;20211219;2;23
1216;20211219;2;20
1216;20211219;2;71
1217;20211219;1;1
1217;20211219;1;15
1217;20211219;1;22
1217;20211219;1;20
1218;20211219;2;22
1219;20211219;1;35
1219;20211219;1;15
1219;20211219;1;95
1219;20211219;1;40
1219;20211219;1;63
1220;20211219;3;37
1221;20211219;1;30
1221;20211219;1;18
1222;20211219;2;34
1222;20211219;2;15
1223;20211219;4;12
1223;20211219;4;30
1223;20211219;4;63
1223;20211219;4;33
1224;20211219;1;43
1224;20211219;1;35
1224;20211219;1;15
1224;20211219;1;16
1225;20211219;4;20
1226;20211219;2;1
1226;20211219;2;34
1226;20211219;2;15
1226;20211219;2;23
1226;20211219;2;40
1226;20211219;2;8
1226;20211219;2;11
1227;20211219;2;3
1227;20211219;2;18
1227;20211219;2;11
1228;20211219;1;15
1228;20211219;1;23
1229;20211219;1;37
1230;20211219;2;23
1230;20211219;2;30
1231;20211219;2;54
1231;20211219;2;35
1231;20211219;2;23
1231;20211219;2;18
1231;20211219;2;66
1232;20211219;1;21
1232;20211219;1;23
1233;20211219;1;35
1233;20211219;1;42
1233;20211219;1;38
1233;20211219;1;58
1234;20211219;1;34
1234;20211219;1;35
1234;20211219;1;72
1234;20211219;1;61
1235;20211219;1;1
1235;20211219;1;12
1236;20211219;4;34
1236;20211219;4;62
1236;20211219;4;15
1236;20211219;4;26
1236;20211219;4;20
1236;20211219;4;56
1236;20211219;4;23
1236;20211219;4;38
1236;20211219;4;40
1237;20211219;1;81
1238;20211219;1;21
1238;20211219;1;107
1238;20211219;1;23
1238;20211219;1;12
1239;20211219;1;64
1239;20211219;1;35
1239;20211219;1;38
1239;20211219;1;59
1240;20211219;2;37
1240;20211219;2;71
1240;20211219;2;12
1241;20211219;1;37
1242;20211219;3;23
1242;20211219;3;30
1242;20211219;3;72
1242;20211219;3;12
1243;20211219;2;15
1243;20211219;2;27
1243;20211219;2;40
1243;20211219;2;11
1244;20211219;2;62
1244;20211219;2;28
1244;20211219;2;83
1245;20211219;1;26
1246;20211219;2;50
1246;20211219;2;12
1247;20211219;1;48
1247;20211219;1;1
1247;20211219;1;34
1247;20211219;1;23
1247;20211219;1;52
1247;20211219;1;12
1248;20211219;4;61
1248;20211219;4;58
1249;20211219;3;40
1249;20211219;3;35
1249;20211219;3;15
1249;20211219;3;31
1249;20211219;3;84
1249;20211219;3;23
1249;20211219;3;11
